,Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Capital Gain,Capital Loss,Hours per week,Country,Race,Sex,Loan
1842,39,4,12.0,0,4,1,1506.0,0.0,40.0,39,4,1,False
1843,68,4,14.0,4,1,0,6360.0,0.0,20.0,39,4,0,False
1844,29,0,13.0,3,0,0,0.0,0.0,50.0,39,4,1,False
1845,39,4,10.0,4,1,3,0.0,0.0,20.0,39,4,0,False
1846,41,4,9.0,2,7,4,0.0,0.0,40.0,39,4,1,False
1847,31,4,9.0,2,3,4,0.0,0.0,40.0,39,4,1,False
1848,37,4,10.0,0,3,1,0.0,0.0,40.0,39,4,0,False
1849,47,2,10.0,0,4,0,0.0,0.0,56.0,39,4,1,True
1850,36,4,13.0,0,13,0,0.0,0.0,40.0,39,4,0,False
1851,34,1,10.0,2,7,4,0.0,0.0,52.0,39,2,1,False
1852,51,4,9.0,2,1,4,0.0,0.0,40.0,39,4,1,False
1853,65,4,13.0,2,1,4,10605.0,0.0,20.0,39,4,1,True
1854,44,4,10.0,0,3,0,0.0,0.0,55.0,39,4,1,False
1855,32,4,9.0,0,3,3,0.0,0.0,40.0,39,4,1,False
1856,25,4,10.0,4,12,3,0.0,0.0,40.0,39,1,1,False
1857,48,2,14.0,0,10,1,0.0,0.0,80.0,39,4,0,False
1858,44,4,16.0,2,4,4,0.0,0.0,60.0,39,4,1,True
1859,26,4,13.0,4,1,3,0.0,0.0,40.0,36,1,1,False
1860,43,4,5.0,0,14,0,0.0,0.0,40.0,39,2,1,False
1861,24,6,9.0,4,3,3,0.0,0.0,50.0,39,4,1,False
1862,26,7,13.0,4,10,0,0.0,0.0,20.0,19,1,1,False
1863,40,4,9.0,2,8,5,0.0,0.0,12.0,39,4,0,False
1864,40,4,14.0,4,4,0,0.0,0.0,40.0,39,4,0,True
1865,27,4,9.0,4,8,0,0.0,0.0,50.0,39,4,0,True
1866,47,4,10.0,5,1,1,0.0,0.0,50.0,39,4,0,True
1867,45,6,10.0,2,4,4,3137.0,0.0,40.0,39,0,1,False
1868,37,1,11.0,5,1,0,0.0,0.0,40.0,39,2,1,False
1869,33,4,8.0,0,3,0,0.0,2258.0,42.0,39,4,1,False
1870,34,0,9.0,0,0,0,0.0,0.0,40.0,39,4,0,False
1871,31,4,15.0,4,10,0,0.0,0.0,50.0,39,4,1,False
1872,32,4,6.0,2,3,4,0.0,0.0,40.0,39,4,1,True
1873,21,0,9.0,4,0,3,0.0,1504.0,30.0,39,2,0,False
1874,41,4,13.0,4,10,0,0.0,0.0,45.0,39,4,0,False
1875,29,6,9.0,2,3,4,0.0,0.0,40.0,39,4,1,False
1876,17,4,6.0,4,12,3,0.0,0.0,20.0,39,4,0,False
1877,18,4,9.0,4,8,3,0.0,0.0,30.0,39,4,0,False
1878,28,2,9.0,5,14,3,0.0,0.0,25.0,39,4,0,False
1879,55,4,5.0,2,13,5,0.0,0.0,23.0,39,4,0,False
1880,51,5,15.0,0,10,0,27828.0,0.0,60.0,39,4,1,True
1881,67,0,3.0,2,0,4,0.0,0.0,49.0,39,4,1,False
1882,20,4,9.0,4,1,3,0.0,0.0,10.0,39,4,0,False
1883,47,4,9.0,2,7,5,0.0,0.0,40.0,39,2,0,True
1884,44,0,6.0,2,0,4,0.0,0.0,40.0,39,4,1,False
1885,39,5,15.0,2,10,4,99999.0,0.0,65.0,39,4,1,True
1886,40,4,9.0,0,14,0,0.0,0.0,60.0,39,4,1,True
1887,23,4,6.0,2,7,3,0.0,0.0,40.0,40,1,0,False
1888,47,1,13.0,2,4,5,0.0,0.0,40.0,39,4,0,True
1889,37,4,9.0,2,8,4,0.0,0.0,30.0,26,4,1,False
1890,43,4,13.0,0,10,0,0.0,0.0,40.0,39,4,1,False
1891,27,4,9.0,3,8,1,0.0,0.0,40.0,39,4,0,False
1892,26,7,13.0,2,4,4,0.0,0.0,40.0,39,2,1,True
1893,46,6,9.0,2,3,4,0.0,0.0,25.0,39,4,1,False
1894,54,4,10.0,4,4,0,0.0,0.0,45.0,39,4,0,True
1895,45,4,10.0,0,10,1,0.0,0.0,20.0,39,4,0,False
1896,36,4,9.0,2,3,4,7298.0,0.0,40.0,39,4,1,True
1897,21,4,11.0,4,1,3,0.0,0.0,40.0,39,4,0,False
1898,43,4,10.0,2,1,4,0.0,0.0,40.0,39,4,1,False
1899,23,4,10.0,4,1,3,0.0,0.0,40.0,39,4,1,False
1900,33,4,9.0,2,7,4,0.0,0.0,40.0,39,4,1,False
1901,47,7,10.0,0,10,1,0.0,0.0,20.0,39,4,1,False
1902,37,2,10.0,2,13,5,7298.0,0.0,36.0,39,4,0,True
1903,56,4,10.0,2,3,4,0.0,0.0,40.0,39,4,1,True
1904,50,2,10.0,2,3,4,0.0,0.0,40.0,39,4,1,False
1905,19,4,9.0,4,6,3,0.0,0.0,16.0,39,4,1,False
1906,31,4,15.0,2,10,5,0.0,0.0,60.0,39,4,0,True
1907,26,4,13.0,4,10,0,0.0,0.0,50.0,39,4,0,False
1908,39,4,9.0,2,7,4,0.0,0.0,40.0,0,1,1,True
1909,20,4,10.0,4,8,3,0.0,0.0,25.0,39,4,0,False
1910,54,4,10.0,2,13,4,7688.0,0.0,40.0,39,4,1,True
1911,32,6,12.0,4,12,0,0.0,0.0,80.0,39,4,1,False
1912,36,0,9.0,4,0,1,0.0,0.0,40.0,39,4,0,False
1913,43,4,13.0,2,10,4,0.0,0.0,50.0,39,4,1,True
1914,59,1,12.0,2,1,4,0.0,0.0,40.0,39,4,1,False
1915,24,4,10.0,4,6,0,0.0,0.0,40.0,39,4,1,False
1916,55,2,9.0,0,8,1,0.0,0.0,38.0,39,4,0,False
1917,37,4,9.0,2,14,4,0.0,0.0,40.0,39,4,1,True
1918,57,2,14.0,2,10,5,0.0,1977.0,40.0,39,2,0,True
1919,40,4,9.0,0,4,1,0.0,0.0,50.0,39,4,0,False
1920,37,6,10.0,2,4,5,0.0,0.0,15.0,39,4,0,False
1921,18,4,10.0,4,8,3,0.0,0.0,24.0,39,4,0,False
1922,73,4,10.0,2,1,5,20051.0,0.0,36.0,39,4,0,True
1923,18,4,10.0,4,1,3,0.0,0.0,38.0,39,4,0,False
1924,40,4,11.0,2,4,4,0.0,0.0,50.0,39,4,1,True
1925,40,4,9.0,2,3,4,0.0,0.0,50.0,39,4,1,False
1926,46,4,9.0,2,1,4,0.0,1485.0,40.0,39,4,1,True
1927,45,4,9.0,2,1,4,0.0,0.0,35.0,39,4,1,False
1928,35,6,9.0,2,5,4,0.0,0.0,80.0,39,4,1,True
1929,37,4,12.0,2,5,4,0.0,0.0,40.0,39,4,1,False
1930,46,4,9.0,4,14,0,0.0,0.0,40.0,39,0,1,False
1931,20,4,10.0,4,10,3,0.0,0.0,20.0,39,4,1,False
1932,59,4,10.0,2,7,4,0.0,0.0,50.0,39,4,1,False
1933,31,4,13.0,2,13,4,0.0,0.0,40.0,39,1,1,True
1934,48,4,10.0,0,4,1,0.0,0.0,40.0,39,4,0,False
1935,44,4,13.0,4,1,1,0.0,0.0,40.0,39,2,0,False
1936,19,4,10.0,4,13,3,0.0,0.0,30.0,39,4,1,False
1937,45,1,10.0,2,1,4,0.0,0.0,40.0,33,4,1,True
1938,29,1,13.0,2,4,4,7688.0,0.0,40.0,39,4,1,True
1939,45,5,10.0,2,10,5,0.0,0.0,40.0,0,4,0,True
1940,19,0,10.0,4,0,3,0.0,0.0,40.0,39,4,1,False
1941,32,6,10.0,0,8,0,0.0,0.0,35.0,39,4,0,False
1942,50,4,10.0,2,3,4,0.0,0.0,40.0,39,4,1,True
1943,49,2,9.0,2,11,4,0.0,0.0,56.0,39,4,1,False
1944,30,7,13.0,4,10,2,0.0,0.0,35.0,39,4,1,False
1945,21,4,10.0,4,14,3,0.0,0.0,10.0,39,4,1,False
1946,40,4,15.0,2,10,4,99999.0,0.0,40.0,0,1,1,True
1947,42,4,6.0,2,3,3,0.0,0.0,43.0,39,3,1,True
1948,44,4,13.0,2,10,4,0.0,0.0,60.0,39,4,1,False
1949,31,4,9.0,5,8,0,0.0,0.0,40.0,39,4,0,False
1950,34,4,13.0,2,12,4,0.0,1977.0,50.0,39,4,1,True
1951,58,4,7.0,6,8,0,0.0,0.0,40.0,39,4,0,False
1952,27,4,10.0,4,12,3,0.0,0.0,40.0,39,4,0,False
1953,44,4,11.0,4,9,0,594.0,0.0,25.0,39,4,1,False
1954,64,2,9.0,6,4,0,0.0,0.0,40.0,39,4,1,False
1955,25,4,13.0,4,12,3,2174.0,0.0,40.0,40,1,1,False
1956,20,4,10.0,4,8,3,0.0,1719.0,36.0,39,4,1,False
1957,31,4,13.0,4,10,1,0.0,0.0,36.0,39,4,0,False
1958,56,4,2.0,5,7,1,0.0,0.0,40.0,39,4,1,False
1959,50,4,10.0,2,12,4,0.0,0.0,60.0,39,4,1,True
1960,30,5,9.0,2,4,4,0.0,0.0,50.0,39,4,1,True
1961,64,1,16.0,2,10,4,0.0,0.0,40.0,3,1,1,True
1962,47,5,9.0,2,4,4,2885.0,0.0,32.0,39,4,1,False
1963,32,4,10.0,4,8,3,0.0,0.0,35.0,39,4,1,False
1964,40,4,10.0,2,10,4,0.0,0.0,40.0,39,4,1,True
1965,45,4,6.0,0,12,0,0.0,0.0,40.0,39,4,0,False
1966,46,4,6.0,3,8,0,0.0,0.0,37.0,3,1,1,False
1967,53,2,14.0,4,4,0,14344.0,0.0,50.0,39,4,0,True
1968,90,4,14.0,4,4,0,0.0,0.0,50.0,39,2,1,True
1969,37,4,10.0,2,14,4,0.0,0.0,40.0,39,1,1,False
1970,24,4,13.0,4,13,3,0.0,0.0,40.0,39,4,1,False
1971,18,4,6.0,4,12,2,0.0,0.0,40.0,39,2,0,False
1972,24,4,9.0,5,7,3,0.0,0.0,40.0,39,2,0,False
1973,34,7,14.0,2,7,4,0.0,1848.0,40.0,39,4,1,True
1974,55,4,16.0,4,10,0,0.0,0.0,40.0,9,4,1,False
1975,33,0,10.0,4,0,3,0.0,0.0,40.0,39,4,1,False
1976,35,7,13.0,5,4,0,0.0,0.0,42.0,39,4,1,False
1977,37,4,11.0,0,13,1,0.0,0.0,52.0,39,4,0,False
1978,53,1,14.0,2,1,4,0.0,0.0,40.0,39,4,1,True
1979,47,2,10.0,2,4,4,0.0,0.0,40.0,39,4,1,False
1980,19,4,10.0,4,8,3,0.0,0.0,14.0,39,4,1,False
1981,43,4,10.0,5,14,1,4934.0,0.0,51.0,39,4,1,True
1982,41,4,10.0,4,10,0,0.0,0.0,45.0,39,4,0,False
1983,47,4,13.0,2,12,4,0.0,0.0,55.0,39,4,1,True
1984,24,4,10.0,4,3,3,0.0,0.0,45.0,39,4,0,False
1985,41,4,9.0,0,12,1,0.0,0.0,40.0,39,4,0,False
1986,28,4,12.0,4,1,3,0.0,0.0,40.0,39,4,0,False
1987,29,4,12.0,4,13,0,0.0,0.0,45.0,39,4,1,False
1988,33,4,10.0,2,3,4,0.0,0.0,40.0,39,2,1,False
1989,28,4,7.0,3,8,1,0.0,0.0,35.0,39,4,0,False
1990,50,4,9.0,2,14,4,0.0,0.0,60.0,39,4,1,True
1991,32,4,10.0,0,4,2,0.0,0.0,60.0,39,4,1,False
1992,26,4,9.0,4,3,3,0.0,0.0,40.0,39,4,1,False
1993,48,6,10.0,0,3,0,0.0,0.0,40.0,39,4,1,False
1994,65,4,9.0,6,8,0,0.0,0.0,15.0,39,4,0,False
1995,34,4,10.0,2,14,4,0.0,0.0,40.0,39,4,1,False
1996,36,4,14.0,2,12,4,0.0,0.0,50.0,39,4,1,True
1997,40,4,11.0,0,10,0,0.0,0.0,20.0,39,4,0,False
1998,24,4,10.0,4,1,3,0.0,0.0,25.0,39,2,0,False
1999,64,6,10.0,4,10,0,0.0,0.0,35.0,39,4,0,False
2000,29,4,9.0,2,3,4,0.0,0.0,40.0,39,4,1,False
2001,53,6,6.0,2,5,4,0.0,0.0,60.0,39,4,1,False
2002,33,4,11.0,0,1,0,0.0,0.0,40.0,39,4,1,False
2003,32,7,10.0,4,11,1,3887.0,0.0,40.0,39,2,0,False
2004,49,4,10.0,2,8,4,0.0,0.0,17.0,39,4,1,False
2005,47,4,15.0,2,10,4,15024.0,0.0,55.0,39,4,1,True
2006,24,4,13.0,4,10,3,0.0,0.0,20.0,39,4,1,False
2007,61,4,9.0,6,1,1,0.0,0.0,24.0,39,4,0,False
2008,24,4,9.0,4,8,0,0.0,0.0,40.0,39,4,1,False
2009,45,4,13.0,2,4,4,0.0,0.0,38.0,39,4,1,True
2010,58,4,9.0,2,7,4,0.0,0.0,40.0,39,4,1,False
2011,34,2,10.0,2,3,4,0.0,0.0,40.0,39,4,1,False
2012,34,4,14.0,2,10,4,0.0,0.0,55.0,39,4,1,True
2013,22,0,10.0,4,0,3,0.0,0.0,40.0,39,4,1,False
2014,53,6,13.0,2,12,4,0.0,0.0,40.0,2,4,1,True
2015,31,4,13.0,2,12,4,0.0,0.0,40.0,39,4,1,False
2016,65,5,9.0,2,4,4,0.0,0.0,40.0,39,4,1,False
2017,47,4,13.0,4,12,0,0.0,0.0,60.0,39,2,1,True
2018,27,2,13.0,4,10,0,0.0,0.0,45.0,0,3,0,False
2019,51,4,10.0,4,7,0,0.0,0.0,21.0,39,4,1,False
2020,21,4,9.0,4,6,0,0.0,0.0,40.0,39,4,1,False
2021,26,4,6.0,4,6,0,0.0,0.0,40.0,39,4,1,False
2022,46,1,13.0,2,4,4,15024.0,0.0,40.0,39,4,1,True
2023,33,4,9.0,2,3,4,0.0,0.0,40.0,39,4,1,False
2024,31,4,8.0,4,5,0,0.0,0.0,60.0,39,2,1,False
2025,32,4,9.0,2,1,4,0.0,0.0,40.0,39,4,1,False
2026,33,4,10.0,2,3,4,0.0,1740.0,40.0,39,4,1,False
2027,36,4,10.0,4,8,0,0.0,1617.0,40.0,39,4,0,False
2028,23,2,12.0,4,11,0,0.0,0.0,52.0,39,4,1,False
2029,36,4,13.0,2,10,5,0.0,0.0,32.0,39,4,0,True
2030,35,4,11.0,4,8,0,0.0,0.0,65.0,39,4,0,False
2031,43,6,8.0,2,14,4,0.0,0.0,60.0,39,4,1,False
2032,42,6,13.0,2,5,4,0.0,0.0,60.0,39,4,1,True
2033,39,4,10.0,0,1,1,0.0,0.0,40.0,39,0,0,False
2034,26,4,8.0,4,12,2,0.0,0.0,51.0,39,2,1,False
2035,32,4,10.0,0,4,0,0.0,0.0,45.0,39,4,0,False
2036,18,4,6.0,4,8,3,0.0,0.0,20.0,39,4,1,False
2037,37,4,9.0,2,14,4,0.0,0.0,50.0,39,4,1,False
2038,41,4,9.0,2,7,4,0.0,0.0,40.0,26,4,1,False
2039,28,7,15.0,4,10,1,0.0,0.0,40.0,39,4,1,False
2040,48,4,9.0,0,3,1,0.0,0.0,40.0,39,4,0,False
2041,71,0,9.0,6,0,0,0.0,0.0,40.0,39,4,0,False
2042,42,6,16.0,4,10,0,0.0,0.0,7.0,0,4,1,False
2043,23,4,9.0,4,4,0,0.0,0.0,32.0,39,4,0,False
2044,80,6,9.0,2,8,4,1409.0,0.0,40.0,39,4,1,False
2045,52,4,10.0,0,1,1,0.0,0.0,45.0,39,4,0,False
2046,43,4,10.0,2,14,4,0.0,0.0,60.0,39,4,1,False
2047,26,4,10.0,4,7,3,0.0,0.0,40.0,39,4,1,False
2048,50,0,14.0,4,0,0,0.0,0.0,40.0,39,4,1,False
2049,35,4,9.0,2,3,4,0.0,2377.0,40.0,39,4,1,False
2050,17,4,6.0,4,8,3,0.0,0.0,20.0,39,4,1,False
2051,21,4,10.0,4,6,3,0.0,0.0,30.0,39,4,1,False
2052,43,4,10.0,4,4,0,0.0,0.0,50.0,39,4,0,False
2053,43,6,9.0,2,8,5,0.0,0.0,16.0,39,4,0,False
2054,52,4,9.0,2,6,4,0.0,0.0,40.0,39,4,1,False
2055,36,4,7.0,5,7,0,0.0,0.0,40.0,39,2,1,False
2056,33,4,13.0,4,12,0,0.0,0.0,40.0,39,4,0,False
2057,34,6,16.0,2,10,4,0.0,0.0,50.0,39,4,1,True
2058,35,4,13.0,2,4,4,0.0,1887.0,50.0,0,1,1,True
2059,30,4,9.0,0,10,3,0.0,0.0,40.0,39,4,0,False
2060,29,4,13.0,2,12,4,0.0,0.0,45.0,39,4,1,True
2061,55,1,14.0,2,4,4,0.0,0.0,60.0,39,4,1,True
2062,30,4,9.0,2,12,4,0.0,0.0,55.0,39,4,1,False
2063,60,4,9.0,2,8,4,0.0,0.0,40.0,39,4,1,True
2064,29,4,9.0,2,3,4,0.0,0.0,55.0,39,4,1,False
2065,35,4,13.0,2,4,4,7688.0,0.0,50.0,39,4,1,True
2066,27,4,12.0,2,13,4,0.0,0.0,40.0,39,4,1,False
2067,27,4,13.0,4,10,1,0.0,0.0,33.0,39,3,0,False
2068,36,5,12.0,5,4,0,0.0,0.0,50.0,39,4,1,False
2069,53,1,9.0,2,1,5,7688.0,0.0,35.0,39,4,0,True
2070,37,4,12.0,0,13,0,0.0,0.0,40.0,39,4,0,False
2071,23,4,13.0,2,4,4,0.0,0.0,40.0,39,4,1,False
2072,22,4,9.0,4,8,0,0.0,0.0,27.0,39,4,1,False
2073,58,4,9.0,0,1,1,0.0,0.0,36.0,39,2,0,False
2074,36,4,9.0,4,1,0,0.0,0.0,40.0,39,2,0,False
2075,62,0,8.0,0,0,0,0.0,0.0,40.0,2,4,1,False
2076,32,4,10.0,4,8,3,0.0,0.0,38.0,39,4,0,False
2077,63,2,13.0,0,3,0,0.0,0.0,35.0,28,2,1,False
2078,37,4,11.0,2,13,5,0.0,0.0,24.0,39,4,0,True
2079,29,4,12.0,0,12,1,3418.0,0.0,40.0,39,4,0,False
2080,24,4,10.0,4,1,0,0.0,2205.0,24.0,39,4,1,False
2081,31,4,13.0,4,1,0,0.0,0.0,50.0,39,4,1,False
2082,26,4,3.0,4,1,3,0.0,0.0,40.0,26,4,0,False
2083,39,4,7.0,2,7,4,0.0,0.0,40.0,39,4,1,False
2084,25,4,10.0,4,12,3,0.0,0.0,40.0,39,4,0,False
2085,46,4,9.0,2,3,4,0.0,0.0,60.0,39,2,1,True
2086,22,6,10.0,4,10,3,0.0,0.0,3.0,39,4,0,False
2087,41,7,9.0,2,14,4,0.0,0.0,40.0,39,2,1,False
2088,60,4,4.0,0,1,0,0.0,0.0,35.0,5,4,0,False
2089,50,4,9.0,2,3,4,0.0,0.0,44.0,39,4,1,True
2090,23,4,10.0,4,1,3,0.0,0.0,15.0,39,4,1,False
2091,23,4,9.0,4,3,0,0.0,0.0,40.0,39,4,1,False
2092,38,4,10.0,2,14,4,7298.0,0.0,50.0,39,4,1,True
2093,27,4,10.0,4,3,0,0.0,0.0,45.0,39,4,1,False
2094,63,4,13.0,2,4,4,0.0,0.0,50.0,39,4,1,True
2095,31,4,9.0,2,8,4,0.0,0.0,40.0,39,4,1,False
2096,45,6,9.0,2,3,4,0.0,0.0,40.0,9,4,1,False
2097,36,4,13.0,0,10,0,0.0,0.0,40.0,39,4,1,False
2098,40,4,10.0,2,6,4,0.0,0.0,40.0,39,4,1,False
2099,77,4,4.0,6,9,1,0.0,0.0,23.0,39,4,0,False
2100,20,4,10.0,4,8,3,0.0,0.0,20.0,39,4,1,False
2101,43,4,9.0,4,6,3,0.0,0.0,40.0,31,4,1,False
2102,22,4,9.0,4,1,3,0.0,0.0,40.0,39,4,0,False
2103,27,4,3.0,4,3,3,0.0,0.0,40.0,0,4,1,False
2104,18,4,9.0,4,8,3,0.0,0.0,8.0,39,4,0,False
2105,40,6,10.0,0,4,2,0.0,1564.0,70.0,20,4,1,True
2106,41,4,10.0,0,7,0,0.0,0.0,40.0,39,4,1,False
2107,49,4,9.0,2,7,4,0.0,0.0,40.0,39,4,1,False
2108,55,6,9.0,2,3,4,0.0,0.0,20.0,39,4,1,False
2109,19,4,9.0,4,8,0,0.0,0.0,30.0,39,4,0,False
2110,60,4,6.0,6,13,1,0.0,0.0,40.0,39,4,0,False
2111,47,4,9.0,0,12,1,0.0,0.0,45.0,39,4,0,False
2112,31,4,9.0,4,4,1,0.0,0.0,40.0,39,4,0,False
2113,30,4,14.0,4,13,1,0.0,0.0,45.0,27,4,1,False
2114,19,4,7.0,4,3,2,0.0,0.0,25.0,39,4,1,False
2115,52,4,9.0,0,8,2,0.0,0.0,30.0,39,4,1,False
2116,56,4,5.0,2,3,4,0.0,0.0,40.0,39,4,1,False
2117,28,4,6.0,2,7,4,0.0,0.0,40.0,39,4,1,False
2118,18,4,10.0,4,8,3,0.0,0.0,20.0,26,4,0,False
2119,36,4,13.0,2,10,4,0.0,0.0,40.0,39,4,1,True
2120,41,4,10.0,5,3,0,0.0,0.0,40.0,39,2,1,False
2121,68,6,9.0,2,3,4,0.0,0.0,15.0,39,4,1,False
2122,67,4,9.0,6,6,2,0.0,0.0,32.0,39,2,1,False
2123,43,2,13.0,2,10,5,0.0,0.0,45.0,39,4,0,True
2124,44,4,10.0,0,1,1,0.0,0.0,40.0,39,4,0,False
2125,38,4,10.0,0,4,1,0.0,0.0,40.0,39,4,0,False
2126,30,4,13.0,4,12,0,0.0,0.0,45.0,39,4,0,False
2127,39,4,13.0,2,10,4,0.0,0.0,50.0,39,4,1,True
2128,32,4,10.0,0,6,0,0.0,0.0,16.0,39,4,1,False
2129,61,6,4.0,2,5,4,0.0,0.0,56.0,39,4,1,False
2130,42,4,12.0,2,12,4,0.0,0.0,40.0,39,4,1,False
2131,46,4,13.0,2,4,4,0.0,0.0,50.0,39,4,1,True
2132,49,4,11.0,5,10,3,0.0,0.0,36.0,39,4,0,False
2133,34,7,16.0,2,13,4,0.0,0.0,20.0,3,1,1,False
2134,38,4,9.0,5,11,0,0.0,0.0,40.0,39,2,1,False
2135,34,7,9.0,4,8,3,0.0,0.0,42.0,39,2,1,False
2136,21,4,9.0,4,3,0,0.0,0.0,40.0,13,4,1,False
2137,40,4,9.0,4,12,3,0.0,0.0,40.0,39,2,1,False
2138,21,4,11.0,4,3,3,0.0,0.0,40.0,39,2,1,False
2139,27,7,14.0,4,10,0,0.0,0.0,50.0,11,4,0,False
2140,44,4,9.0,2,14,4,0.0,0.0,45.0,39,4,1,False
2141,27,4,9.0,4,6,3,0.0,0.0,40.0,39,4,1,False
2142,45,4,9.0,2,3,4,0.0,0.0,40.0,26,3,1,False
2143,62,6,9.0,2,5,4,0.0,0.0,65.0,39,4,1,False
2144,44,4,4.0,2,7,5,0.0,0.0,40.0,6,4,0,False
2145,53,4,12.0,4,4,0,0.0,0.0,60.0,39,4,0,False
2146,60,4,15.0,2,4,4,0.0,0.0,40.0,39,4,1,True
2147,32,4,11.0,0,4,1,0.0,0.0,50.0,39,4,0,False
2148,50,4,14.0,0,4,0,0.0,0.0,35.0,39,4,0,False
2149,41,1,12.0,2,10,4,0.0,0.0,40.0,39,4,1,True
2150,26,1,10.0,4,1,1,0.0,0.0,15.0,39,4,0,False
2151,24,4,13.0,4,7,0,0.0,0.0,32.0,39,4,0,False
2152,33,6,9.0,2,12,4,0.0,0.0,60.0,39,4,1,False
2153,27,4,9.0,4,12,1,0.0,0.0,30.0,39,2,0,False
2154,17,0,7.0,4,0,3,0.0,0.0,18.0,39,4,0,False
2155,58,4,9.0,2,3,4,0.0,0.0,40.0,39,4,1,True
2156,41,4,10.0,2,12,4,0.0,0.0,40.0,39,4,1,False
2157,26,4,9.0,4,1,3,0.0,0.0,40.0,0,4,1,False
2158,21,4,10.0,4,10,2,0.0,0.0,20.0,35,1,0,False
2159,39,4,9.0,4,1,1,0.0,0.0,40.0,39,2,0,False
2160,29,4,12.0,2,4,5,0.0,0.0,50.0,39,4,0,False
2161,40,5,13.0,2,10,4,0.0,0.0,60.0,39,4,1,False
2162,33,4,14.0,2,10,4,15024.0,0.0,40.0,39,4,1,True
2163,26,4,13.0,4,14,3,0.0,0.0,20.0,39,4,1,False
2164,41,4,8.0,2,8,5,0.0,0.0,10.0,39,4,0,False
2165,73,4,10.0,6,9,1,0.0,0.0,10.0,39,4,0,False
2166,31,4,13.0,2,12,4,0.0,0.0,55.0,39,4,1,False
2167,30,4,10.0,0,1,0,0.0,0.0,45.0,39,4,0,False
2168,23,4,13.0,4,4,0,0.0,0.0,40.0,39,4,1,False
2169,27,4,3.0,4,6,2,0.0,0.0,40.0,13,4,1,False
2170,43,7,9.0,0,4,1,0.0,0.0,40.0,39,4,0,False
2171,35,4,10.0,5,1,0,0.0,0.0,40.0,39,2,1,False
2172,65,2,9.0,6,8,1,0.0,0.0,25.0,39,2,0,False
2173,31,2,9.0,2,11,4,0.0,0.0,40.0,39,4,1,True
2174,44,4,13.0,2,4,4,0.0,0.0,40.0,39,4,1,True
2175,61,0,9.0,6,0,0,0.0,0.0,36.0,39,4,0,False
2176,39,2,9.0,2,3,4,0.0,0.0,40.0,39,4,1,True
2177,61,6,10.0,2,1,4,0.0,0.0,50.0,39,4,1,True
2178,37,4,9.0,2,3,4,0.0,0.0,50.0,39,4,1,False
2179,51,6,13.0,2,4,4,0.0,0.0,25.0,39,4,1,False
2180,42,4,9.0,2,3,4,0.0,0.0,50.0,39,4,1,False
2181,29,2,9.0,4,6,1,0.0,1590.0,45.0,39,1,1,False
2182,54,6,10.0,0,12,0,0.0,0.0,35.0,39,4,0,False
2183,44,4,16.0,2,1,4,0.0,0.0,55.0,39,4,1,True
2184,51,4,2.0,6,8,1,0.0,0.0,35.0,32,4,0,False
2185,39,4,9.0,2,14,4,0.0,0.0,50.0,39,4,1,True
2186,34,4,9.0,0,7,0,0.0,0.0,40.0,39,4,1,False
2187,44,4,13.0,0,1,0,0.0,0.0,12.0,0,4,1,False
2188,38,4,10.0,2,3,4,0.0,0.0,40.0,39,4,1,False
2189,31,4,11.0,2,6,4,0.0,0.0,45.0,39,4,1,False
2190,17,0,6.0,4,0,3,0.0,0.0,15.0,39,4,0,False
2191,42,4,9.0,2,10,4,7688.0,0.0,50.0,39,4,1,True
2192,47,1,9.0,5,1,1,0.0,0.0,40.0,39,4,0,False
2193,19,0,10.0,4,0,3,0.0,0.0,25.0,39,4,1,False
2194,32,4,9.0,2,3,4,0.0,0.0,40.0,39,4,1,True
2195,39,4,13.0,4,4,0,0.0,0.0,40.0,39,4,1,True
2196,22,4,10.0,4,12,0,0.0,0.0,30.0,39,4,0,False
2197,28,4,13.0,4,1,3,0.0,0.0,30.0,39,1,0,False
2198,32,4,11.0,0,12,0,0.0,0.0,50.0,39,4,1,True
2199,58,5,9.0,2,12,5,15024.0,0.0,35.0,39,4,0,True
2200,51,4,9.0,5,6,1,0.0,0.0,40.0,39,4,0,False
2201,44,4,9.0,0,10,0,0.0,0.0,40.0,39,4,1,False
2202,32,5,9.0,2,4,4,0.0,0.0,40.0,39,4,1,True
2203,48,4,9.0,2,12,4,0.0,0.0,40.0,39,4,1,False
2204,41,7,10.0,0,1,0,0.0,0.0,40.0,39,4,0,False
2205,35,4,9.0,5,8,3,0.0,0.0,30.0,39,2,0,False
2206,38,6,13.0,2,1,5,0.0,0.0,28.0,39,4,0,True
2207,24,4,10.0,2,3,4,0.0,0.0,65.0,39,4,1,False
2208,28,4,13.0,4,1,0,0.0,0.0,45.0,39,4,1,False
2209,55,4,6.0,2,3,4,0.0,0.0,40.0,39,4,1,False
2210,19,0,9.0,4,0,3,0.0,0.0,24.0,39,2,0,False
2211,65,4,11.0,2,1,4,0.0,0.0,15.0,39,4,1,False
2212,44,5,13.0,2,4,4,7688.0,0.0,52.0,39,4,1,True
2213,47,6,13.0,2,10,4,0.0,0.0,40.0,35,1,1,False
2214,21,4,11.0,4,8,0,0.0,0.0,50.0,39,4,0,False
2215,42,4,13.0,2,4,4,0.0,0.0,40.0,39,4,1,True
2216,24,4,13.0,4,1,0,0.0,0.0,45.0,39,4,0,False
